y_p,ly_p,ry_p
241.79342482123388,86.62811433153783,54.73399188064303
383.66844759108994,137.48890736695392,89.43447839563885
550.8245062283697,182.67585920500272,117.36223661422554
384.3029166484034,137.7860245649681,89.90360559174974
200.5716000352784,82.78007824009427,58.90567803848597
535.7037361415651,181.9439998238746,110.77401615018965
424.28450163176376,147.7492858640175,97.2906493289513
352.5631628835288,121.77741871148663,73.44134747827684
392.92771687080034,139.238811376822,81.400317725543
195.55691167864907,71.075491412568,58.293024243914374
352.5631628835288,121.77741871148663,73.44134747827684
1539.7158394575995,484.3698369564218,258.16016805010446
245.45180273643956,101.0543456709666,63.80893096952332
210.204605592429,80.28073152130204,52.0942878530434
321.1762064916415,115.2949366385588,68.66755109514241
422.8755549574786,146.81482158807478,95.78488651698132
365.83117497608987,125.24584251455337,76.15358876940735
209.95882725677973,79.89255371655008,51.39406560233215
474.2294453957167,159.8381990006696,106.70666475619419
292.491607423957,102.02557235564967,69.08046003168243
279.89882117685136,103.96110731123542,59.996058348749784
628.0315090941265,204.6578451501201,129.58220986310113
258.23322025780556,94.94806919683543,51.066155999669036
245.45180273643956,101.0543456709666,63.80893096952332
620.3653989638,204.90257867952477,127.96395712334578
481.89558123528445,158.05808669436362,105.30207699079165
439.7257210270968,159.82241459386933,95.39682199513925
319.42416407813437,118.97977660229958,66.87093410883608
651.622783867819,212.45805675570534,132.60860254264787
449.7091098559787,153.76771387854268,101.65145594400047
606.6170342778044,199.3101801826579,128.49043490584268
391.266425066464,134.35747523279935,84.41779481009104
177.13118225134792,66.58645924908672,55.17097629120508
208.2301784181014,77.61674924418969,47.76592439753813
739.2686094512416,234.87374271281442,149.2687159680122
471.6208945554881,158.8160933151393,97.93388634420421
265.1017543902301,93.3065898237956,60.70883478500764
847.833265568664,263.2391750224606,145.30362935963626
250.52897483527462,95.1940262251182,52.55211051077879
620.8908678945111,204.93038481320932,127.77064533896248
420.32486743279384,139.4436162716197,90.427637683755
698.6200211211392,224.83028035003602,142.01636296360135
457.0018293190801,151.56697023451449,99.24150878310593
428.37598741388194,149.84899072584972,90.69721054570465
210.0184318607668,80.19561670548535,51.964961358744006
320.6370901149917,114.90231714512254,68.05979416040623
222.6541787994663,87.23368993995274,46.60833360204367
292.50113054874174,102.01903994587383,69.05548591504635
1011.9442038559399,307.6697148338244,158.67527583504227
521.4574281450147,175.0991440516832,111.2243937246572
210.64421448408308,80.47345029165729,52.38980433086425
620.3863556470353,204.54657714675892,127.11469152793296
545.3624739857333,179.21385334285196,116.07558923570366
233.14433081560674,86.04551171036809,55.96135775461039
321.37998842342625,115.38925047291053,68.81044247352503
558.4912772387279,191.55323602630395,116.07078730585562
467.3844705350223,165.24671996152688,103.60879974546009
916.0362970119191,279.36379894949516,134.47329320869466
821.9971130826934,255.59358297230267,165.9581561910408
319.4347243882971,118.9911269110379,66.88919996178964
195.31861392669725,70.96178655255949,58.10648652502829
334.7408179471247,117.43964576850283,85.44991372501318
315.4856286217794,107.81876482241796,73.66618179663107
455.1808054227789,148.82290806402727,99.41974076884082
449.1472432736524,153.8779444864112,102.13431354565216
364.7544745138018,131.6173971839297,75.94220531521438
607.8726775450976,204.36509706779563,124.70288926357227
363.12154937834913,126.70472348422658,77.87929240320938
799.7733645375489,249.7829556722362,160.7556400576707
482.0357664741276,158.27790356696397,105.72887621953845
167.77736440267375,64.33982875923036,53.71670207462381
567.9496177065932,180.08786843942633,123.61885208355307
390.9784399451975,134.22009387296305,84.19661398080956
391.22333680476464,134.5027148885623,84.73899151625432
209.87056724151546,79.97096149354178,51.51703811583957
210.0413003458223,80.06178453182463,51.67221355576254
530.4281832752308,174.14258653829617,130.4842111578811
317.1828107022075,111.67766160876647,78.55438127804706
536.3811511500892,178.91514090456167,114.26021205035227
384.15703412286075,137.7143818300338,89.78041709136721
428.3695106012921,149.83677895298058,90.67333816550973
418.3085174166358,141.68629467093962,90.86000925898702
647.5912759840593,210.98542221433632,131.02510973648208
457.30674388899695,151.7152057863666,99.47870402903601
535.5716053230586,181.7299238631515,110.36321929365891
955.5430809546045,291.8772876196632,149.60353366680047
232.95492890855152,85.95928282419368,55.830705594606286
347.94831705212,115.97112439307574,80.43119511967092
319.16072031375484,118.85027098491935,66.65929817049295
500.1740178700179,171.77585126667933,102.89940925697317
213.06422938474287,85.05221474665848,45.97430412934693
293.4641166464023,107.68230093477996,62.75612830732382
365.5933914538754,129.11061139000265,73.58712593722043
475.60864649627104,162.79657005153354,101.11826398163407
